ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date and Time,Observer,Other - Observer,Site,Other - Site,Wetland ID,Start time,Air temperature (C),Relative humidity (%),Wind speed (m/s),Wetland area ponded (%),Max water depth (cm),Canopy closure (%),Emergent vegetation (%),Additional notes on wetland conditions,Did you detect any amphibians?,Species 1 observed,Species 1 life stage,Other - Species 1 life stage,Species 1 sweeps to first detection,Species 2 observed,Species 2 life stage,Other - Species 2 life stage,Species 2 sweeps to first detection,Species 3 observed,Species 3 life stage,Other - Species 3 life stage,Species 3 sweeps to first detection,Species 4 observed,Species 4 life stage,Other - Species 4 life stage,Species 4 sweeps to first detection,Species 5 observed,Species 5 life stage,Other - Species 5 life stage,Species 5 sweeps to first detection,Species 6 observed,Species 6 life stage,Other - Species 6 life stage,Species 6 sweeps to first detection,Species 7 observed,Species 7 life stage,Other - Species 7 life stage,Species 7 sweeps to first detection,Species 8 observed,Species 8 life stage,Other - Species 8 life stage,Species 8 sweeps to first detection,Species 9 observed,Species 9 life stage,Other - Species 9 life stage,Species 9 sweeps to first detection,Species 10 observed,Species 10 life stage,Other - Species 10 life stage,Species 10 sweeps to first detection,Species 11 observed,Species 11 life stage,Other - Species 11 life stage,Species 11 sweeps to first detection,Species 12 observed,Species 12 life stage,Other - Species 12 life stage,Species 13 observed,Species 13 life stage,Other - Species 13 life stage,Species 13 sweeps to first detection,Species 14 observed,Species 14 life stage,Other - Species 14 life stage,Species 14 sweeps to first detection,Species 15 observed,Species 15 life stage,Other - Species 15 life stage,Species 15 sweeps to first detection,Sweeps to first dragonfly nymph detection ,Sweeps to first larval Dytiscid detection,Sweeps to first adult Dytiscid detection,Sweeps to first giant water bug detection,Sweeps to first crayfish detection,Sweeps to first mosquitofish detection,Sweeps to first sunfish detection,Sweeps to first warmouth detection,Sweeps to first [other] fish detection,End time,Total number of sweeps,Notes,Animal Detection Form,Did you check the ARD?,ARD Actions,ARD Notes,Did you dipnet the wetland?,x,y
144,78197087-fa2b-4eec-b737-4234c1fa4ac3,3/15/2024 10:16:04 PM,prh01934_USG,3/15/2024 10:16:04 PM,prh01934_USG,3/15/2024 5:55:00 PM,"Kristina_Hefferle,other",Taylor ,Alapaha River WMA,,4,13:55,31,50,1.1,30,40,0-5,75-100,,Yes,Pseudacris nigrita,calling adult,,1,Pseudacris ornata,larvae,,3,Eurycea quadridigitata,juvenile,,5,Rana sphenocephala,larvae,,10,Rana sphenocephala,egg,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,14:26,58,,,Yes,Changed_SD_card,,Yes,-83.3494567643067,31.5354716384086
145,fa7deb6e-bbd3-4a9b-add1-d84096913d70,3/15/2024 10:16:14 PM,prh01934_USG,3/15/2024 10:16:14 PM,prh01934_USG,3/15/2024 6:46:00 PM,"Vanessa_Terrell,Eva_Kerr,other","Paul Hassel, Taylor Moore",Alapaha River WMA,,29,14:47,31,49,1.2,20,25,26-50,51-75,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,17,,,,,15:16,70,,,Yes,Changed_SD_card,,Yes,-83.354609758567,31.5145717652193
146,fe0a8fa7-2920-4fa5-a8e9-6431113c9dd6,3/15/2024 10:16:22 PM,prh01934_USG,3/15/2024 10:16:22 PM,prh01934_USG,3/15/2024 7:28:00 PM,"Eva_Kerr,other","Taylor, Paul",Alapaha River WMA,,23,15:28,30,54,0,30,30,26-50,6-25,,Yes,Rana sphenocephala,larvae,,19,Acris gryllus,calling adult,,30,Pseudacris ocularis,calling adult,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,,1,,,,,15:58,76,,,Yes,Changed_SD_card,,Yes,-83.3579111315032,31.5159961188203
147,0b48c91d-edf7-4bda-a684-22baf7bdd0f5,3/15/2024 10:16:29 PM,prh01934_USG,3/15/2024 10:16:29 PM,prh01934_USG,3/15/2024 8:55:00 PM,"Vanessa_Terrell,Eva_Kerr,other","Paul Hassel, Taylor Moore",Alapaha River WMA,,18,16:58,32,51,0.9,75,28,51-75,51-75,,Yes,Rana sphenocephala,larvae,,5,Pseudacris ornata,larvae,,9,Eurycea quadridigitata,larvae,,17,Acris gryllus,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,17:27,82,,,Yes,"Changed_SD_card,Changed_batteries,Retrieved_ARD_unit,Unit_working_and_unchanged",,Yes,-83.3688732754223,31.520631315202
148,caf14e43-a111-4e0d-9edd-b0ab71c0d4bf,3/16/2024 4:46:24 PM,ek30648_USG,3/16/2024 4:46:24 PM,ek30648_USG,3/15/2024 7:27:00 PM,"Eva_Kerr,other",Roxana ,Alapaha River WMA,,23,15:28,86,57,0,30,30,51-75,6-25,,Yes,Rana sphenocephala,larvae,,25,Acris gryllus,calling adult,,25,Pseudacris ocularis,calling adult,,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:57,173,Cottonmouth ,,Yes,Changed_SD_card,Good ,Yes,-83.3579111465923,31.5159739596205
149,4d0d6adc-59e4-48d2-9167-61404f951317,3/16/2024 4:46:32 PM,ek30648_USG,3/16/2024 4:46:32 PM,ek30648_USG,3/15/2024 8:17:00 PM,Eva_Kerr,,Alapaha River WMA,,20,16:17,,,,0,0,6-25,75-100,Dry,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Retrieved_ARD_unit,,No,-83.3567538907512,31.5230298809988
150,f102ea8a-b77d-4c36-9d97-caf3850709bb,3/16/2024 4:46:37 PM,ek30648_USG,3/16/2024 4:46:37 PM,ek30648_USG,3/15/2024 8:34:00 PM,"Eva_Kerr,Vanessa_Terrell",,Alapaha River WMA,,8,16:36,,,,0,0,26-50,26-50,DRY,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Retrieved_ARD_unit,Pulled because dry ,No,-83.3566479289657,31.5267691943002
151,1d73898f-edf9-49a4-900f-f3f76351f484,3/18/2024 8:39:43 PM,jas16028_USG,3/18/2024 8:39:43 PM,jas16028_USG,3/15/2024 3:22:00 PM,"Jade_Samples,other",Andie Crenshaw,Alapaha River WMA,,42,11:22,23,69,0.6,100,75,26-50,26-50,,Yes,Hyla femoralis,calling adult,,4,Pseudacris ocularis,calling adult,,1,Pseudacris nigrita,larvae,,34,,,,,,,,,Rana sphenocephala,larvae,,16,Acris gryllus,calling adult,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,11:51,98,Not 100% positive about PSNIG ID. ,,Yes,Changed_SD_card,,Yes,-83.3416624578284,31.4977656839465
152,688abe5e-3c49-470a-890d-8ecd965ebf0a,3/18/2024 8:39:47 PM,jas16028_USG,3/18/2024 8:39:47 PM,jas16028_USG,3/15/2024 5:17:00 PM,"Jade_Samples,other",Andie Crenshaw,Alapaha River WMA,,39,13:21,28,53,0.8,80,75,26-50,26-50,Seems like less water than last time.  ,Yes,Acris gryllus,calling adult,,0,Pseudacris ocularis,calling adult,,0,Rana sphenocephala,larvae,,7,Hyla femoralis,calling adult,,27,Pseudacris ornata,larvae,,40,Pseudacris ocularis,adult,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,13:51,86,Got the tiniest pseuadcris tadpole on sweep 54. Could not ID to species ,,Yes,Changed_SD_card,"
",Yes,-83.3570116319023,31.4971843455759
153,5f840ba1-b462-402c-ade0-4c4c28e52179,3/18/2024 8:39:50 PM,jas16028_USG,3/18/2024 8:39:50 PM,jas16028_USG,3/15/2024 7:18:00 PM,"Jade_Samples,other",Andie Crenshaw,Alapaha River WMA,,30,15:20,30,50,1.4,85,30,51-75,75-100,,Yes,Pseudacris nigrita,calling adult,,0,Rana sphenocephala,egg,,1,Anaxyrus terrestris,larvae,,3,Pseudacris ocularis,calling adult,,3,Pseudacris ornata,larvae,,13,Rana sphenocephala,larvae,,15,Ambystoma tigrinum,larvae,,45,Acris gryllus,calling adult,,124,Hyla femoralis,calling adult,,125,,,,,,,,,,,,,,,,,,,,,,,,,,6,,8,,,,,15:50,125,,,Yes,Changed_SD_card,,Yes,-83.3469469194145,31.5164023032706
162,6c120f79-4af3-4bdc-a821-a6835f3a603a,3/19/2024 7:44:12 PM,jas16028_USG,3/19/2024 7:44:12 PM,jas16028_USG,3/15/2024 4:09:00 PM,"Mia_Cinello-Smith,other",KK,Alapaha River WMA,,41,12:16,25,60,1.1,90,48,51-75,75-100,,Yes,Pseudacris ocularis,calling adult,,0,Acris gryllus,adult,,15,Pseudacris ornata,larvae,,28,Scaphiopus holbrookii,larvae,,28,Notophthalmus viridescens,adult,,29,Pseudacris crucifer,adult,,34,Pseudacris crucifer,calling adult,,14,Rana sphenocephala,calling adult,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,27,,,,,12:47,84,,,Yes,Changed_SD_card,,Yes,-83.3473765920371,31.4991378850739
163,19acbfbb-5571-4015-8c10-0a53fe5aa357,3/19/2024 7:44:13 PM,jas16028_USG,3/19/2024 7:44:13 PM,jas16028_USG,3/15/2024 6:16:00 PM,"Mia_Cinello-Smith,other",KK,Alapaha River WMA,,43,14:26,32,47,0.6,10,15,6-25,75-100,,Yes,Rana sphenocephala,egg,,8,Pseudacris ocularis,adult,,14,Pseudacris ocularis,calling adult,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:43,34,Dried up since last,,Yes,Changed_SD_card,,Yes,-83.3605622122481,31.4947290308678
164,6fbf367f-4000-472b-82c3-06119d7cf638,3/19/2024 7:44:14 PM,jas16028_USG,3/19/2024 7:44:14 PM,jas16028_USG,3/15/2024 8:05:00 PM,"Mia_Cinello-Smith,other",Kk,Alapaha River WMA,,31,16:08,31,53,0.4,50,30,75-100,75-100,,Yes,Pseudacris ocularis,calling adult,,0,Scaphiopus holbrookii,larvae,,11,Acris gryllus,calling adult,,11,Rana sphenocephala,calling adult,,67,Rana sphenocephala,egg,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,16:38,88,,,Yes,Changed_SD_card,,Yes,-83.3465450866741,31.5146077341487
175,e6394c02-b7ef-4e1b-9e8b-267c7e7c160f,3/21/2024 1:52:29 PM,agc93487_USG,3/21/2024 1:52:29 PM,agc93487_USG,3/15/2024 4:09:00 PM,"other,Jade_Samples",and Andie Crenshaw ,Alapaha River WMA,,41,12:16,25,60,1.1,90,48,51-75,75-100,,Yes,Pseudacris ocularis,calling adult,,0,Pseudacris crucifer,calling adult,,10,Pseudacris nigrita,larvae,,33,Pseudacris ornata,juvenile,,45,Pseudacris ocularis,adult,,47,Rana sphenocephala,calling adult,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,8,,,,,,12:49,81,,,Yes,"Unit_working_and_unchanged,Changed_SD_card",,Yes,-83.3474821622522,31.4991570003565
176,2cb50416-e03d-4863-badb-5d1c5a27ddc1,3/21/2024 1:52:32 PM,agc93487_USG,3/21/2024 1:52:32 PM,agc93487_USG,3/15/2024 6:14:00 PM,other,Andie Crenshaw,Alapaha River WMA,,43,14:26,32,47,0.6,10,15,6-25,75-100,Wetland presumed to have dried recently; multiple dried/degrading egg masses,Yes,Rana sphenocephala,egg,,4,Pseudacris ocularis,calling adult,,7,Pseudacris ocularis,adult,,11,Acris gryllus,adult,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,14:43,49,,,No,Unit_working_and_unchanged,,Yes,-83.3602086115219,31.4948127566366
177,5c1fe709-1e5a-4dd6-be76-f8ba2b6e2000,3/21/2024 1:52:34 PM,agc93487_USG,3/21/2024 1:52:34 PM,agc93487_USG,3/15/2024 7:04:00 PM,other,Andie Crenshaw,Alapaha River WMA,,34,15:04,,,,0,0,6-25,26-50,Wetland Dry,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:05,,,,Yes,Retrieved_ARD_unit,,No,-83.3615299142161,31.5037245721645
178,e9a2baa4-210c-4f9a-b2d9-c7cc34ce9f66,3/21/2024 1:52:36 PM,agc93487_USG,3/21/2024 1:52:36 PM,agc93487_USG,3/15/2024 8:08:00 PM,"Jade_Samples,other",Andie Crenshaw,Alapaha River WMA,,31,16:08,31,53,0.4,15,7,75-100,75-100,,Yes,Scaphiopus holbrookii,larvae,,2,Pseudacris ornata,larvae,,7,Acris gryllus,calling adult,,10,Pseudacris ocularis,calling adult,,16,Eurycea quadridigitata,juvenile,,38,Ambystoma tigrinum,larvae,,39,Hyla gratiosa,calling adult,,58,Rana sphenocephala,calling adult,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,16:39,90,"So many spadefoot toad tadpoles
",,Yes,Unit_working_and_unchanged,"
",Yes,-83.3462685719909,31.5145925665568
179,f55ed5d9-bdb3-4cb5-89fc-a93b4da6c719,4/12/2024 3:30:10 PM,cswaldro_USG,4/12/2024 3:30:10 PM,cswaldro_USG,4/12/2024 2:50:00 PM,John_Maerz,,Alapaha River WMA,,18,10:54,19,49,3,100,80,6-25,6-25,,Yes,Acris gryllus,adult,,1,Rana sphenocephala,larvae,,8,Pseudacris ornata,larvae,,15,Eurycea quadridigitata,larvae,,26,Pseudacris ocularis,larvae,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,45,,31,,,,,11:23,63,,,Yes,Changed_SD_card,,Yes,-83.36851494,31.52053926
180,e53be149-8d2e-4ea0-b989-50301ec85c59,4/12/2024 4:35:42 PM,cswaldro_USG,4/12/2024 4:35:42 PM,cswaldro_USG,4/12/2024 3:55:00 PM,John_Maerz,,Alapaha River WMA,,23,11:57,28,46,1,100,50,75-100,6-25,,Yes,Rana sphenocephala,larvae,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,6,,10,47,,,,,12:28,93,,,Yes,Changed_SD_card,,Yes,-83.35788756,31.51621015
181,4043f811-50e6-4fff-8f62-d5f67be7f059,4/12/2024 4:36:39 PM,dcl44506_USG,4/12/2024 4:36:39 PM,dcl44506_USG,4/12/2024 3:55:00 PM,other,Dylan Lange,Alapaha River WMA,,23,11:55,28,46,1.1,100,55,51-75,26-50,,Yes,Rana sphenocephala,larvae,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,22,,44,,,,,12:27,108,,,Yes,Changed_SD_card,,Yes,-83.3581487462701,31.5161696216385
182,a7e6d146-a935-4d48-8b51-66da74556284,4/12/2024 5:29:53 PM,cswaldro_USG,4/12/2024 5:29:53 PM,cswaldro_USG,4/12/2024 4:52:00 PM,"other,John_Maerz",ELLIS GOUD,Alapaha River WMA,,29,12:57,23,52,6,100,15,0-5,75-100,,Yes,Acris gryllus,adult,,0,Pseudacris ocularis,adult,,7,Pseudacris ocularis,larvae,,8,Pseudacris nigrita,larvae,,12,Rana sphenocephala,larvae,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,10,,2,,,,,13:28,31,,,Yes,Changed_SD_card,,Yes,-83.35345313,31.5158748
183,7a204b3e-7537-4f5d-8302-dbeb8f815e5a,4/12/2024 6:31:05 PM,cswaldro_USG,4/12/2024 6:31:05 PM,cswaldro_USG,4/12/2024 5:54:00 PM,John_Maerz,,Alapaha River WMA,,4,13:57,24,43,1,90,90,51-75,51-75,This survey group did under canopy area of wetland,Yes,Eurycea quadridigitata,larvae,,2,Pseudacris ornata,larvae,,4,Pseudacris ocularis,larvae,,16,Rana sphenocephala,larvae,,23,Pseudacris nigrita,calling adult,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,3,,,,,14:27,74,Nigrita could be crucifer,,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.34847345,31.53537228
184,72279d84-151f-4801-afc3-6ef285a77bb4,4/12/2024 7:32:09 PM,cswaldro_USG,4/12/2024 7:32:09 PM,cswaldro_USG,4/12/2024 6:59:00 PM,"John_Maerz,other",Cassandra waldrop,Alapaha River WMA,,3,15:01,24,42,2,85,100,0-5,75-100,,Yes,Pseudacris ocularis,larvae,,2,Pseudacris ornata,larvae,,5,Acris gryllus,calling adult,,6,Pseudacris nigrita,larvae,,20,Eurycea quadridigitata,larvae,,44,Rana sphenocephala,larvae,,30,Pseudacris ocularis,calling adult,,29,Rana sphenocephala,calling adult,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,15:29,52,80% sure on nigrita,,Yes,Changed_ARD_unit,See ARD survey,Yes,-83.35553569,31.53604165
185,ca89cd81-0e2e-4a41-b7fa-ef885155a325,4/12/2024 8:36:31 PM,cswaldro_USG,4/12/2024 8:36:31 PM,cswaldro_USG,4/12/2024 8:01:00 PM,John_Maerz,,Alapaha River WMA,,10,16:04,28,38,1,85,85,0-5,75-100,"Ditch has 85cm 
Reat of wetland 30cm",Yes,Pseudacris crucifer,calling adult,,1,Anaxyrus quercicus,calling adult,,1,Pseudacris ocularis,calling adult,,1,Pseudacris nigrita,calling adult,,16,Acris gryllus,calling adult,,54,Gastrophryne carolinensis,calling adult,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16:34,79,,,Yes,Changed_ARD_unit,,Yes,-83.36209681,31.52893065
186,b1c0b489-0b86-43b7-b10e-65428b2ef8b1,4/12/2024 9:30:08 PM,cswaldro_USG,4/12/2024 9:30:08 PM,cswaldro_USG,4/12/2024 8:55:00 PM,other,Reagan Jarrett,Alapaha River WMA,,20,16:57,26,37,1,90,35,6-25,26-50,,Yes,Pseudacris ocularis,calling adult,,1,Pseudacris ocularis,calling adult,,1,Gastrophryne carolinensis,calling adult,,5,Acris gryllus,calling adult,,19,Hyla femoralis,calling adult,,20,Scaphiopus holbrookii,egg,,20,Rana sphenocephala,juvenile,,40,Hyla gratiosa,egg,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17:29,45,"All windsppeds for day have been in mph intil now

Holbrokii eggs perhaps - not sure

Gratiosa eggs perhaps - not sure",,Yes,Changed_ARD_unit,,Yes,-83.35692069,31.52299894
187,5138af50-1e5c-4bf5-aaa7-2318701301b7,4/12/2024 10:11:15 PM,cswaldro_USG,4/12/2024 10:11:15 PM,cswaldro_USG,4/12/2024 9:40:00 PM,other,Reagan Jarrett,Alapaha River WMA,,8,17:41,26,39,1,75,50,6-25,75-100,,Yes,Pseudacris nigrita,calling adult,,1,Pseudacris nigrita,calling adult,,1,Gastrophryne carolinensis,calling adult,,5,Pseudacris crucifer,calling adult,,5,Pseudacris ornata,calling adult,,9,Rana sphenocephala,larvae,,37,Rana sphenocephala,calling adult,,38,Anaxyrus quercicus,calling adult,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:10,65,,,Yes,Changed_ARD_unit,,Yes,-83.35625853,31.52633623
188,fa944799-86fe-4487-96cc-f4d5ccbb7591,4/13/2024 12:17:59 PM,prh01934_USG,4/13/2024 12:17:59 PM,prh01934_USG,4/12/2024 4:04:00 PM,other,"Paul Hassel, Taylor Moore",Alapaha River WMA,,41,12:05,21,44,2,109,65,75-100,51-75,,Yes,Rana sphenocephala,larvae,,6,Scaphiopus holbrookii,egg,,6,Acris gryllus,adult,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:35,76,,,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.3473847698107,31.499258947557
189,97581a0a-9947-4c57-aa0c-11578a635205,4/13/2024 12:18:01 PM,prh01934_USG,4/13/2024 12:18:01 PM,prh01934_USG,4/12/2024 5:04:00 PM,other,"Taylor M, Paul H",Alapaha River WMA,,39,13:10,15,44,1.3,100,65,6-25,26-50,,Yes,Pseudacris nigrita,larvae,,1,Pseudacris ornata,larvae,,8,Acris gryllus,calling adult,,25,Rana sphenocephala,larvae,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:40,93,,,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.35993016202,31.4974488643523
190,d9875122-4bc5-4fc5-b096-78dce845976c,4/13/2024 12:18:10 PM,prh01934_USG,4/13/2024 12:18:10 PM,prh01934_USG,4/12/2024 6:16:00 PM,other,"Taylor Moore, Paul Hassel",Alapaha River WMA,,39,14:15,24,39,0.5,98,60,6-25,26-50,,Yes,Rana capito,egg,,0,Acris gryllus,adult,,5,Pseudacris crucifer,adult,,12,Rana sphenocephala,larvae,,20,Rana sphenocephala,egg,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:45,83,,,Yes,Changed_SD_card,,Yes,-83.3603032846245,31.4943106057564
191,0c07fc74-983d-4b16-ac10-6e11102fcb69,4/13/2024 12:18:11 PM,prh01934_USG,4/13/2024 12:18:11 PM,prh01934_USG,4/12/2024 7:16:00 PM,other,"Taylor M, Paul H",Alapaha River WMA,,34,15:18,23,41,3,80,20,6-25,6-25,,Yes,Acris gryllus,calling adult,,0,Pseudacris ocularis,calling adult,,2,Rana sphenocephala,larvae,,31,Scaphiopus holbrookii,egg,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:48,122,,,Yes,"Changed_SD_card,Changed_batteries,Changed_ARD_unit,Retrieved_ARD_unit",Deployed because wetland filled,Yes,-83.3613695456037,31.5033675532711
192,061e37b6-f066-4923-b73a-ae17020d45ee,4/13/2024 12:18:18 PM,prh01934_USG,4/13/2024 12:18:18 PM,prh01934_USG,4/12/2024 8:06:00 PM,other,"Taylor Moore, Paul Hassel",Alapaha River WMA,,30,16:07,24,40,0.4,100,70,6-25,51-75,,Yes,Acris gryllus,calling adult,,0,Rana sphenocephala,larvae,,1,Pseudacris ocularis,calling adult,,3,Pseudacris ornata,juvenile,,6,Pseudacris ornata,larvae,,47,Anaxyrus quercicus,calling adult,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,4,,,,,16:37,96,,,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.3471084882051,31.5166151941943
193,25b7db8d-47fc-4038-b181-19cbfc44501b,4/13/2024 12:18:20 PM,prh01934_USG,4/13/2024 12:18:20 PM,prh01934_USG,4/12/2024 8:47:00 PM,other,"Taylor M, Paul H",Alapaha River WMA,,31,16:48,25,34,1,90,60,26-50,26-50,,Yes,Gastrophryne carolinensis,calling adult,,0,Pseudacris ocularis,calling adult,,3,Hyla femoralis,adult,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17:18,61,,,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.3463531198158,31.5140346661592
194,60582736-08dc-44ce-9f39-57ee2bc9d5c0,4/13/2024 12:18:25 PM,prh01934_USG,4/13/2024 12:18:25 PM,prh01934_USG,4/12/2024 9:39:00 PM,other,"Taylor Moore, Paul Hassel",Alapaha River WMA,,32,17:38,22,32,0.6,85,81,51-75,26-50,,Yes,Pseudacris ocularis,calling adult,,0,Gastrophryne carolinensis,calling adult,,0,Hyla femoralis,calling adult,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:09,73,,,Yes,"Changed_ARD_unit,Changed_batteries,Changed_SD_card",Deployed new ARD,Yes,-83.353298893276,31.5096714673857
195,a0c7824b-6529-4436-845c-3913c6c24e0d,4/13/2024 12:18:38 PM,prh01934_USG,4/13/2024 12:18:38 PM,prh01934_USG,4/12/2024 10:44:00 PM,other,"Taylor Moore, Paul Hassel",Alapaha River WMA,,15,18:44,28,39,0.3,100,87,26-50,6-25,,Yes,Pseudacris ocularis,calling adult,,0,Acris gryllus,calling adult,,22,Hyla gratiosa,adult,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19:14,80,,,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.3806370064014,31.5250909485634
196,128dd0f4-abb4-41f4-a901-a1c075bd1dea,4/14/2024 2:15:04 AM,kfh39602_USG,4/14/2024 2:15:04 AM,kfh39602_USG,4/12/2024 2:49:00 PM,other,Reagan Jarrett,Alapaha River WMA,,18,10:49,20,49,3.6,100,75,6-25,0-5,,Yes,Acris gryllus,calling adult,,0,Acris gryllus,adult,,9,Eurycea quadridigitata,larvae,,10,Pseudacris ornata,larvae,,11,Rana sphenocephala,larvae,,27,Scaphiopus holbrookii,larvae,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,11:24,39,,,Yes,Unit_working_and_unchanged,,Yes,-83.3679316343992,31.5203295826031
197,ab1a5c72-ec34-4c67-95e3-c01cfebf1fc9,4/14/2024 2:15:26 AM,kfh39602_USG,4/14/2024 2:15:26 AM,kfh39602_USG,4/12/2024 3:54:00 PM,"Kristina_Hefferle,other",Reagan Jarrett ,Alapaha River WMA,,23,11:55,28,46,1.1,100,40,51-75,26-50,,Yes,Rana sphenocephala,larvae,,3,Rana sphenocephala,calling adult,,5,Pseudacris ocularis,larvae,,29,Acris gryllus,calling adult,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,4,,29,,,,,12:30,78,,,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.3578357765453,31.5161776120684
198,1e9531f0-c2dc-4d5b-aae3-b1c85f15418d,4/14/2024 2:15:43 AM,kfh39602_USG,4/14/2024 2:15:43 AM,kfh39602_USG,4/12/2024 4:45:00 PM,other,Reagan Jarrett,Alapaha River WMA,,29,12:55,23,52,6,75,20,6-25,75-100,"
",Yes,Acris gryllus,calling adult,,0,Acris gryllus,adult,,0,Rana sphenocephala,larvae,,9,Pseudacris ocularis,larvae,,12,Pseudacris ocularis,adult,,19,Eurycea quadridigitata,adult,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,16,,,,,13:28,75,,,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.3534425452189,31.5158783742395
199,bc203933-b66f-4b4b-8d02-1abf00fb9ff5,4/14/2024 2:16:09 AM,kfh39602_USG,4/14/2024 2:16:09 AM,kfh39602_USG,4/12/2024 5:54:00 PM,"Kristina_Hefferle,other",Reagan Jarrett,Alapaha River WMA,,4,13:54,24,43,0.7,90,100,51-75,51-75,,Yes,Rana sphenocephala,larvae,,3,Eurycea quadridigitata,adult,,6,Pseudacris ornata,larvae,,6,Pseudacris nigrita,calling adult,,16,Pseudacris ocularis,calling adult,,16,Acris gryllus,calling adult,,55,Hyla gratiosa,egg,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,67,4,,,,,14:28,77,"Species 7 egg mass is likely some hyla species, but unknown ",,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.3484447532739,31.5353574138633
