"Year","SampleWindow","Date","Site","WetlandID","Species","Egg","Larvae","JuveAdult","Call","Notes","Total","Month"
"2022","January","1/12/2022","ARWMA","30","Rana sphenocephala",99,0,0,"3","",NA,1
"2022","January","1/12/2022","ARWMA","30","Ambystoma tigrinum",29,0,0,"0","",NA,1
"2022","January","1/12/2022","ARWMA","30","Pseudacris ornata",2,0,1,"0","",NA,1
"2022","January","1/12/2022","ARWMA","42","Pseudacris ornata",1,0,0,"0","",NA,1
"2022","January","1/12/2022","ARWMA","42","Rana sphenocephala",2,0,0,"0","",NA,1
"2022","January","1/12/2022","ARWMA","3","Pseudacris crucifer",0,0,0,"2","",NA,1
"2022","January","1/12/2022","ARWMA","3","Rana sphenocephala",30,0,15,"3","",NA,1
"2022","January","1/12/2022","ARWMA","20","Acris gryllus",0,0,3,"0","",NA,1
"2022","January","1/12/2022","ARWMA","20","Pseudacris crucifer",0,0,0,"1","",NA,1
"2022","January","1/12/2022","ARWMA","20","Rana sphenocephala",1,0,0,"3","",NA,1
"2022","January","1/12/2022","ARWMA","18","Notophthalmus perstriatus",0,0,4,"0","three male and one female paedomorphs",NA,1
"2022","January","1/12/2022","ARWMA","10","Pseudacris crucifer",0,0,0,"1","",NA,1
"2022","January","1/12/2022","ARWMA","10","Pseudacris nigrita",0,0,0,"1","",NA,1
"2022","January","1/12/2022","ARWMA","10","Rana sphenocephala",3,0,2,"3","",NA,1
"2022","January","1/12/2022","ARWMA","10","Rana catesbeiana",0,1,0,"0","",NA,1
"2022","January","1/12/2022","ARWMA","42","Rana sphenocephala",2,4,0,"0","",NA,1
"2022","January","1/12/2022","ARWMA","23","Rana sphenocephala",0,2,0,"0","",NA,1
"2022","January","1/12/2022","ARWMA","8","Acris gryllus",0,0,6,"0","",NA,1
"2022","January","1/12/2022","ARWMA","8","Rana catesbeiana",0,3,0,"0","",NA,1
"2022","January","1/12/2022","ARWMA","8","Rana sphenocephala",0,1,5,"3","",NA,1
"2022","February","2/9/2022","TWMA","4","Acris gryllus",0,0,9,"0","",NA,2
"2022","February","2/9/2022","TWMA","4","Rana sphenocephala",0,1,0,"0","",NA,2
"2022","February","2/9/2022","TWMA","6","Acris gryllus",0,0,3,"1","",NA,2
"2022","February","2/9/2022","TWMA","6","Pseudacris crucifer",0,0,0,"1","",NA,2
"2022","February","2/9/2022","TWMA","6","Rana sphenocephala",0,6,0,"0","",NA,2
"2022","February","2/9/2022","TWMA","8","Rana sphenocephala",0,0,0,"3","",NA,2
"2022","February","2/9/2022","TWMA","8","Acris gryllus",0,0,2,"1","",NA,2
"2022","February","2/9/2022","TWMA","10","Rana sphenocephala",0,3,0,"0","",NA,2
"2022","February","2/9/2022","TWMA","10","Acris gryllus",0,0,0,"3","",NA,2
"2022","February","2/9/2022","TWMA","9","Pseudacris crucifer",0,0,0,"1","",NA,2
"2022","February","2/9/2022","TWMA","9","Rana sphenocephala",0,13,0,"0","Tadpoles very large with well developed hind legs.",NA,2
"2022","February","2/10/2022","ARWMA","3","Pseudacris crucifer",0,0,0,"3","",NA,2
"2022","February","2/10/2022","ARWMA","3","Pseudacris nigrita",0,0,0,"3","",NA,2
"2022","February","2/10/2022","ARWMA","3","Rana sphenocephala",0,0,0,"2","",NA,2
"2022","February","2/10/2022","ARWMA","3","Rana sphenocephala",54,0,0,"0","",NA,2
"2022","February","2/10/2022","ARWMA","10","Hyla femoralis",0,0,0,"1","",NA,2
"2022","February","2/10/2022","ARWMA","10","Pseudacris nigrita",0,0,0,"1","",NA,2
"2022","February","2/10/2022","ARWMA","10","Pseudacris ocularis",0,0,0,"2","",NA,2
"2022","February","2/10/2022","ARWMA","10","Rana sphenocephala",0,0,0,"2","",NA,2
"2022","February","2/10/2022","ARWMA","8","Rana sphenocephala",40,0,0,"1","one call sounded like a snore, 12 egg masses hatched",NA,2
"2022","February","2/10/2022","ARWMA","8","Acris gryllus",0,0,2,"0","",NA,2
"2022","February","2/10/2022","ARWMA","8","Rana sphenocephala",21,0,0,"0","6 egg masses hatched",NA,2
"2022","February","2/10/2022","ARWMA","18","Rana sphenocephala",0,1,0,"0","",NA,2
"2022","February","2/10/2022","ARWMA","18","Notophthalmus perstriatus",0,0,2,"0","2 paedomorphic adults",NA,2
"2022","February","2/10/2022","ARWMA","34","Acris gryllus",0,0,2,"0","",NA,2
"2022","February","2/10/2022","ARWMA","34","Pseudacris crucifer",0,0,0,"2","",NA,2
"2022","February","2/10/2022","ARWMA","34","Pseudacris nigrita",0,0,0,"3","",NA,2
"2022","February","2/10/2022","ARWMA","34","Pseudacris ocularis",0,0,0,"2","",NA,2
"2022","February","2/10/2022","ARWMA","34","Rana sphenocephala",6,94,1,"3","96 dead tadpoles 2 live ones collected for SCWDS",NA,2
"2022","February","2/10/2022","ARWMA","34","Pseudacris ornata",0,0,0,"2","",NA,2
"2022","February","2/10/2022","ARWMA","43","Acris gryllus",0,0,30,"0","",NA,2
"2022","February","2/10/2022","ARWMA","43","Pseudacris crucifer",0,0,0,"3","",NA,2
"2022","February","2/10/2022","ARWMA","43","Pseudacris nigrita",0,0,0,"2","",NA,2
"2022","February","2/10/2022","ARWMA","43","Pseudacris ocularis",0,0,0,"3","",NA,2
"2022","February","2/10/2022","ARWMA","43","Pseudacris ornata",0,0,0,"3","",NA,2
"2022","February","2/10/2022","ARWMA","43","Rana sphenocephala",142,0,0,"3","",NA,2
"2022","February","2/10/2022","ARWMA","43","Ambystoma tigrinum",23,0,0,"0","",NA,2
"2022","February","2/10/2022","ARWMA","29","Pseudacris crucifer",0,0,0,"3","",NA,2
"2022","February","2/10/2022","ARWMA","29","Pseudacris ocularis",0,0,0,"1","",NA,2
"2022","February","2/10/2022","ARWMA","29","Rana sphenocephala",1,0,1,"2","1 adult male caught",NA,2
"2022","February","2/10/2022","ARWMA","30","Pseudacris crucifer",0,0,0,"1","",NA,2
"2022","February","2/10/2022","ARWMA","30","Pseudacris nigrita",0,0,0,"2","",NA,2
"2022","February","2/10/2022","ARWMA","30","Pseudacris ocularis",0,0,0,"1","",NA,2
"2022","February","2/10/2022","ARWMA","30","Pseudacris ornata",0,0,1,"1","",NA,2
"2022","February","2/10/2022","ARWMA","30","Rana sphenocephala",101,1000,0,"1","larvae recently hatched from egg masses",NA,2
"2022","February","2/10/2022","ARWMA","30","Ambystoma tigrinum",14,0,0,"0","",NA,2
"2022","February","2/10/2022","ARWMA","30","Acris gryllus",0,0,1,"0","",NA,2
"2022","February","2/10/2022","ARWMA","32","Pseudacris nigrita",0,0,0,"2","",NA,2
"2022","February","2/10/2022","ARWMA","32","Pseudacris ornata",0,0,0,"1","",NA,2
"2022","February","2/10/2022","ARWMA","32","Rana sphenocephala",5,0,0,"1","",NA,2
"2022","February","2/10/2022","ARWMA","32","Ambystoma tigrinum",12,0,0,"0","",NA,2
"2022","February","2/10/2022","ARWMA","32","Pseudacris crucifer",0,0,0,"2","",NA,2
"2022","February","2/10/2022","ARWMA","42","Pseudacris ocularis",0,0,0,"1","",NA,2
"2022","February","2/10/2022","ARWMA","42","Rana sphenocephala",11,0,0,"1","",NA,2
"2022","February","2/10/2022","ARWMA","42","Pseudacris crucifer",0,0,0,"1","",NA,2
"2022","February","2/10/2022","ARWMA","42","Pseudacris nigrita",0,0,0,"1","",NA,2
"2022","February","2/10/2022","ARWMA","42","Pseudacris ocularis",0,0,0,"1","",NA,2
"2022","February","2/10/2022","ARWMA","42","Rana sphenocephala",0,0,0,"2","",NA,2
"2022","February","2/10/2022","ARWMA","31","Pseudacris crucifer",0,0,0,"1","",NA,2
"2022","February","2/10/2022","ARWMA","31","Pseudacris ocularis",0,0,0,"1","",NA,2
"2022","February","2/10/2022","ARWMA","31","Rana sphenocephala",88,0,0,"0","",NA,2
"2022","February","2/10/2022","ARWMA","31","Ambystoma tigrinum",21,0,0,"0","",NA,2
"2022","February","2/10/2022","ARWMA","39","Pseudacris ornata",0,0,0,"1","",NA,2
"2022","February","2/10/2022","ARWMA","39","Rana sphenocephala",1,6,0,"2","",NA,2
"2022","February","2/10/2022","ARWMA","39","Acris gryllus",0,0,3,"0","",NA,2
"2022","February","2/10/2022","ARWMA","39","Pseudacris crucifer",0,0,0,"1","",NA,2
"2022","February","2/10/2022","ARWMA","39","Pseudacris nigrita",0,0,0,"1","",NA,2
"2022","February","2/10/2022","ARWMA","39","Pseudacris ocularis",0,0,0,"1","",NA,2
"2022","February","2/10/2022","ARWMA","41","Pseudacris crucifer",0,0,0,"1","",NA,2
"2022","February","2/10/2022","ARWMA","41","Pseudacris ocularis",0,0,0,"2","",NA,2
"2022","February","2/10/2022","ARWMA","41","Acris gryllus",0,0,1,"0","",NA,2
"2022","February","2/10/2022","ARWMA","10","Acris gryllus",0,0,1,"0","",NA,2
"2022","February","2/10/2022","ARWMA","23","Rana sphenocephala",2,2,0,"3","",NA,2
"2022","February","2/10/2022","ARWMA","23","Acris gryllus",0,0,2,"0","",NA,2
"2022","February","2/10/2022","ARWMA","20","Acris gryllus",0,0,2,"0","",NA,2
"2022","February","2/10/2022","ARWMA","20","Rana clamitans",0,1,0,"0","",NA,2
"2022","February","2/10/2022","ARWMA","20","Rana sphenocephala",5,0,0,"2","found 50+ R. sphenocephala egg masses on the way out of the wetland",NA,2
"2022","February","2/10/2022","ARWMA","20","Ambystoma tigrinum",5,0,0,"0","",NA,2
"2022","February","2/10/2022","ARWMA","20","Pseudacris feriarum",0,0,0,"3","",NA,2
"2022","February","2/10/2022","ARWMA","20","Pseudacris ornata",0,0,0,"2","",NA,2
"2022","November","11/16/2022","ARWMA","10","Acris gryllus",0,0,5,"1","",NA,11
"2022","November","11/16/2022","ARWMA","10","Rana sphenocephala",0,4,0,"0","",NA,11
"2022","November","11/16/2022","ARWMA","42","Rana sphenocephala",0,30,0,"0","",NA,11
"2022","November","11/16/2022","ARWMA","43","Acris gryllus",0,0,5,"0","",NA,11
"2022","November","11/16/2022","ARWMA","34","Acris gryllus",0,0,1,"0","",NA,11
"2022","November","11/16/2022","ARWMA","34","Rana sphenocephala",0,6,0,"0","",NA,11
"2022","November","11/16/2022","ARWMA","30","Acris gryllus",0,0,1,"0","",NA,11
"2022","November","11/16/2022","ARWMA","30","Rana sphenocephala",0,67,0,"0","",NA,11
"2022","November","11/16/2022","ARWMA","10","Acris gryllus",0,0,1,"0","",NA,11
"2022","November","11/16/2022","ARWMA","20","Acris gryllus",0,0,1,"0","",NA,11
"2022","November","11/16/2022","ARWMA","8","Rana catesbeiana",0,1,0,"0","",NA,11
"2022","November","11/16/2022","ARWMA","8","Rana sphenocephala",0,4,0,"0","",NA,11
"2022","April","4/7/2022","ARWMA","3","Acris gryllus",0,0,0,"2","",NA,4
"2022","April","4/7/2022","ARWMA","3","Pseudacris ocularis",0,0,0,"2","",NA,4
"2022","April","4/7/2022","ARWMA","3","Acris gryllus",0,0,3,"2","",NA,4
"2022","April","4/7/2022","ARWMA","3","Rana sphenocephala",0,1,0,"0","R. sphen larvae very large ",NA,4
"2022","April","4/7/2022","ARWMA","30","Acris gryllus",0,0,0,"2","",NA,4
"2022","April","4/7/2022","ARWMA","30","Pseudacris nigrita",0,0,0,"1","",NA,4
"2022","April","4/7/2022","ARWMA","30","Pseudacris ocularis",0,0,0,"2","",NA,4
"2022","April","4/7/2022","ARWMA","30","Rana sphenocephala",0,1,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","30","Acris gryllus",0,0,1,"2","",NA,4
"2022","April","4/7/2022","ARWMA","30","Pseudacris crucifer",0,1,0,"0","P. crucifer larvae with developed back legs",NA,4
"2022","April","4/7/2022","ARWMA","30","Pseudacris nigrita",0,0,0,"1","",NA,4
"2022","April","4/7/2022","ARWMA","30","Pseudacris ocularis",0,0,0,"2","",NA,4
"2022","April","4/7/2022","ARWMA","30","Rana sphenocephala",0,13,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","29","Pseudacris ocularis",0,0,2,"2","",NA,4
"2022","April","4/7/2022","ARWMA","29","Rana sphenocephala",0,0,1,"0","",NA,4
"2022","April","4/7/2022","ARWMA","29","Acris gryllus",0,0,6,"1","",NA,4
"2022","April","4/7/2022","ARWMA","29","Pseudacris ocularis",0,0,3,"1","",NA,4
"2022","April","4/7/2022","ARWMA","20","Pseudacris ocularis",0,0,2,"2","",NA,4
"2022","April","4/7/2022","ARWMA","20","Rana sphenocephala",0,0,1,"0","",NA,4
"2022","April","4/7/2022","ARWMA","20","Acris gryllus",0,0,0,"2","",NA,4
"2022","April","4/7/2022","ARWMA","20","Acris gryllus",0,0,0,"2","",NA,4
"2022","April","4/7/2022","ARWMA","20","Pseudacris ocularis",0,0,0,"2","",NA,4
"2022","April","4/7/2022","ARWMA","20","Rana catesbeiana",0,1,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","10","Acris gryllus",0,0,0,"2","",NA,4
"2022","April","4/7/2022","ARWMA","10","Pseudacris ocularis",0,0,0,"2","",NA,4
"2022","April","4/7/2022","ARWMA","10","Anaxyrus terrestris",1,0,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","10","Acris gryllus",0,0,11,"3","",NA,4
"2022","April","4/7/2022","ARWMA","10","Pseudacris ocularis",0,0,0,"1","",NA,4
"2022","April","4/7/2022","ARWMA","10","Rana sphenocephala",0,2,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","18","Acris gryllus",0,0,7,"1","",NA,4
"2022","April","4/7/2022","ARWMA","18","Pseudacris ocularis",0,0,0,"2","",NA,4
"2022","April","4/7/2022","ARWMA","18","Rana sphenocephala",0,1,1,"1","",NA,4
"2022","April","4/7/2022","ARWMA","18","Notophthalmus perstriatus",0,0,0,"3","",NA,4
"2022","April","4/7/2022","ARWMA","23","Acris gryllus",0,0,0,"1","",NA,4
"2022","April","4/7/2022","ARWMA","8","Acris gryllus",0,0,1,"2","",NA,4
"2022","April","4/7/2022","ARWMA","8","Pseudacris ocularis",0,0,0,"2","",NA,4
"2022","April","4/7/2022","ARWMA","8","Acris gryllus",0,0,0,"2","",NA,4
"2022","April","4/7/2022","ARWMA","8","Pseudacris ocularis",0,0,10,"3","",NA,4
"2022","April","4/7/2022","ARWMA","8","Rana catesbeiana",0,2,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","8","Rana sphenocephala",0,1,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","15","Pseudacris ocularis",0,0,0,"2","",NA,4
"2022","April","4/7/2022","ARWMA","15","Rana sphenocephala",1,0,0,"0","one spheno egg mass",NA,4
"2022","April","4/7/2022","ARWMA","15","Acris gryllus",0,0,0,"1","",NA,4
"2022","April","4/7/2022","ARWMA","15","Pseudacris ocularis",0,0,0,"2","",NA,4
"2022","April","4/7/2022","ARWMA","34","Acris gryllus",0,0,2,"2","",NA,4
"2022","April","4/7/2022","ARWMA","34","Pseudacris crucifer",0,1,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","34","Pseudacris nigrita",0,3,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","34","Pseudacris ocularis",0,0,0,"3","",NA,4
"2022","April","4/7/2022","ARWMA","34","Acris gryllus",0,0,0,"2","",NA,4
"2022","April","4/7/2022","ARWMA","34","Pseudacris nigrita",0,18,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","34","Pseudacris ocularis",0,1,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","34","Pseudacris ornata",0,2,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","34","Rana catesbeiana",0,1,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","34","Rana sphenocephala",0,2,0,"0","found two dead leopard frog tads",NA,4
"2022","April","4/7/2022","ARWMA","43","Acris gryllus",0,0,3,"3","",NA,4
"2022","April","4/7/2022","ARWMA","43","Pseudacris nigrita",0,6,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","43","Pseudacris ocularis",0,0,0,"3","",NA,4
"2022","April","4/7/2022","ARWMA","43","Pseudacris ornata",0,18,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","43","Pseudacris nigrita",0,27,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","43","Anaxyrus quercicus",0,4,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","43","Acris gryllus",0,0,10,"1","",NA,4
"2022","April","4/7/2022","ARWMA","43","Pseudacris ocularis",0,0,0,"3","",NA,4
"2022","April","4/7/2022","ARWMA","43","Pseudacris ornata",0,18,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","39","Acris gryllus",0,0,2,"3","",NA,4
"2022","April","4/7/2022","ARWMA","39","Rana sphenocephala",0,1,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","39","Acris gryllus",0,0,0,"2","",NA,4
"2022","April","4/7/2022","ARWMA","39","Pseudacris nigrita",0,2,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","39","Pseudacris ocularis",0,0,0,"2","",NA,4
"2022","April","4/7/2022","ARWMA","39","Rana sphenocephala",0,1,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","41","Pseudacris nigrita",0,2,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","41","Pseudacris ocularis",0,0,0,"2","",NA,4
"2022","April","4/7/2022","ARWMA","41","Rana sphenocephala",0,3,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","41","Pseudacris nigrita",0,8,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","41","Pseudacris ocularis",0,0,0,"3","",NA,4
"2022","April","4/7/2022","ARWMA","41","Pseudacris ornata",0,1,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","41","Rana sphenocephala",0,4,0,"1","",NA,4
"2022","April","4/7/2022","ARWMA","32","Anaxyrus quercicus",0,10,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","32","Acris gryllus",0,0,3,"0","",NA,4
"2022","April","4/7/2022","ARWMA","32","Pseudacris crucifer",0,0,0,"3","",NA,4
"2022","April","4/7/2022","ARWMA","32","Pseudacris ocularis",0,0,1,"3","ocularis male found dead",NA,4
"2022","April","4/7/2022","ARWMA","32","Anaxyrus quercicus",0,2,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","32","Pseudacris crucifer",0,0,0,"3","",NA,4
"2022","April","4/7/2022","ARWMA","32","Pseudacris nigrita",0,1,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","32","Pseudacris ocularis",0,0,1,"3","found dead adult ocularis male",NA,4
"2022","April","4/7/2022","ARWMA","32","Scaphiopus holbrookii",0,2,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","32","Eurycea quadridigitata",0,2,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","31","Anaxyrus terrestris",1,0,0,"0","double stranded toad eggs",NA,4
"2022","April","4/7/2022","ARWMA","31","Pseudacris ocularis",0,0,0,"3","",NA,4
"2022","April","4/7/2022","ARWMA","42","Acris gryllus",0,0,0,"3","",NA,4
"2022","April","4/7/2022","ARWMA","42","Pseudacris nigrita",0,1,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","42","Rana sphenocephala",0,8,0,"2","",NA,4
"2022","April","4/7/2022","ARWMA","42","Pseudacris nigrita",0,1,0,"0","",NA,4
"2022","April","4/7/2022","ARWMA","42","Pseudacris ocularis",0,0,0,"3","",NA,4
"2022","April","4/7/2022","ARWMA","42","Rana sphenocephala",0,10,0,"1","",NA,4
"2022","March","3/14/2022","ARWMA","39","Acris gryllus",0,0,0,"1","",NA,3
"2022","March","3/14/2022","ARWMA","39","Rana catesbeiana",0,2,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","39","Rana clamitans",0,1,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","39","Rana sphenocephala",0,1,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","39","Acris gryllus",0,0,0,"1","",NA,3
"2022","March","3/14/2022","ARWMA","39","Rana catesbeiana",0,1,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","43","Acris crepitans",0,0,20,"0","",NA,3
"2022","March","3/14/2022","ARWMA","43","Pseudacris ornata",0,6,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","43","Rana catesbeiana",0,2,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","43","Rana sphenocephala",0,3,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","43","Acris gryllus",0,0,8,"0","",NA,3
"2022","March","3/14/2022","ARWMA","43","Rana sphenocephala",0,4,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","43","Acris gryllus",0,0,8,"0","",NA,3
"2022","March","3/14/2022","ARWMA","43","Pseudacris ornata",0,5,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","43","Rana sphenocephala",0,1,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","43","Acris gryllus",0,0,5,"0","",NA,3
"2022","March","3/14/2022","ARWMA","43","Rana sphenocephala",0,10,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","41","Pseudacris ornata",0,7,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","41","Rana sphenocephala",0,5,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","41","Pseudacris ornata",0,1,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","41","Rana sphenocephala",0,6,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","41","Rana sphenocephala",0,5,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","41","Rana sphenocephala",0,1,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","42","Rana sphenocephala",0,14,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","42","Rana sphenocephala",0,6,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","42","Rana sphenocephala",0,7,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","34","Acris gryllus",0,0,1,"0","",NA,3
"2022","March","3/14/2022","ARWMA","34","Rana capito",0,36,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","34","Rana catesbeiana",0,3,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","34","Rana sphenocephala",0,20,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","34","Pseudacris ornata",0,19,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","34","Rana catesbeiana",0,6,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","34","Rana sphenocephala",0,54,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","34","Acris gryllus",0,0,1,"0","",NA,3
"2022","March","3/14/2022","ARWMA","34","Pseudacris ornata",0,10,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","34","Rana catesbeiana",0,2,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","34","Rana sphenocephala",0,15,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","23","Acris gryllus",0,0,7,"1","",NA,3
"2022","March","3/14/2022","ARWMA","23","Rana sphenocephala",0,1,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","23","Acris gryllus",0,0,0,"1","",NA,3
"2022","March","3/14/2022","ARWMA","23","Rana sphenocephala",0,1,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","23","Acris gryllus",0,0,6,"0","",NA,3
"2022","March","3/14/2022","ARWMA","23","Rana sphenocephala",0,1,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","18","Acris gryllus",0,0,4,"2","",NA,3
"2022","March","3/14/2022","ARWMA","18","Notophthalmus perstriatus",0,1,0,"0","1 male paedmomorphic striped newt ",NA,3
"2022","March","3/14/2022","ARWMA","18","Acris gryllus",0,0,6,"2","",NA,3
"2022","March","3/14/2022","ARWMA","18","Rana catesbeiana",0,1,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","18","Rana sphenocephala",0,1,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","18","Acris gryllus",0,0,0,"2","",NA,3
"2022","March","3/14/2022","ARWMA","18","Rana catesbeiana",0,0,0,"1","",NA,3
"2022","March","3/14/2022","ARWMA","18","Acris gryllus",0,0,0,"2","",NA,3
"2022","March","3/14/2022","ARWMA","20","Acris gryllus",0,0,0,"1","",NA,3
"2022","March","3/14/2022","ARWMA","20","Rana sphenocephala",0,2,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","20","Acris gryllus",0,0,0,"1","",NA,3
"2022","March","3/14/2022","ARWMA","20","Acris gryllus",0,0,0,"2","",NA,3
"2022","March","3/14/2022","ARWMA","20","Rana catesbeiana",0,1,0,"0","tadpole was dead",NA,3
"2022","March","3/14/2022","ARWMA","20","Acris gryllus",0,0,8,"0","",NA,3
"2022","March","3/14/2022","ARWMA","29","Acris gryllus",0,0,20,"1","",NA,3
"2022","March","3/14/2022","ARWMA","29","Acris gryllus",0,0,0,"2","",NA,3
"2022","March","3/14/2022","ARWMA","29","Acris gryllus",0,0,1,"0","",NA,3
"2022","March","3/14/2022","ARWMA","29","Acris gryllus",0,0,2,"0","",NA,3
"2022","March","3/14/2022","ARWMA","3","Acris gryllus",0,0,0,"1","",NA,3
"2022","March","3/14/2022","ARWMA","3","Rana sphenocephala",0,1,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","3","Acris gryllus",0,0,2,"2","",NA,3
"2022","March","3/14/2022","ARWMA","15","Acris gryllus",0,0,0,"1","",NA,3
"2022","March","3/14/2022","ARWMA","15","Acris gryllus",0,0,0,"1","",NA,3
"2022","March","3/14/2022","ARWMA","15","Acris gryllus",0,0,0,"1","",NA,3
"2022","March","3/14/2022","ARWMA","15","Acris gryllus",0,0,0,"1","",NA,3
"2022","March","3/14/2022","ARWMA","8","Acris gryllus",0,0,0,"2","",NA,3
"2022","March","3/14/2022","ARWMA","8","Rana catesbeiana",0,1,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","8","Pseudacris ornata",0,0,5,"0","",NA,3
"2022","March","3/14/2022","ARWMA","8","Rana catesbeiana",0,1,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","8","Rana catesbeiana",0,3,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","10","Acris gryllus",0,0,3,"1","",NA,3
"2022","March","3/14/2022","ARWMA","10","Rana sphenocephala",0,1,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","10","Acris gryllus",0,0,3,"1","",NA,3
"2022","March","3/14/2022","ARWMA","10","Rana catesbeiana",0,1,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","10","Rana sphenocephala",0,1,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","10","Acris gryllus",0,0,2,"0","",NA,3
"2022","March","3/14/2022","ARWMA","30","Pseudacris ornata",0,11,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","30","Rana sphenocephala",0,14,0,"0","found P. cerratus near wetland edge",NA,3
"2022","March","3/14/2022","ARWMA","30","Pseudacris ornata",0,12,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","30","Rana sphenocephala",0,2,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","30","Rana sphenocephala",0,8,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","30","Rana sphenocephala",0,3,0,"0","",NA,3
"2022","March","3/14/2022","ARWMA","30","Pseudacris ornata",0,3,0,"0","",NA,3
"2020","December","12/11/2020","ARWMA","30","Acris gryllus",0,0,1,"0","na",NA,12
"2020","December","12/11/2020","ARWMA","30","Ambystoma tigrinum",4,0,0,"0","na",NA,12
"2020","December","12/11/2020","ARWMA","30","Acris gryllus",0,0,1,"0","na",NA,12
"2020","December","12/11/2020","ARWMA","30","Rana sphenocephala",0,4,0,"0","na",NA,12
"2020","February","2/15/2020","ARWMA","31","Acris gryllus",0,0,0,"1","na",NA,2
"2020","February","2/15/2020","ARWMA","31","Pseudacris crucifer",0,0,0,"1","na",NA,2
